Year,Make,Model,Trim,Drivetrain,Segment,Certified,Certified Program,Stock Number,VIN,Risk Light,Photo Count,Key Photo,DMS Status,Key Information,Lot Location,Age,Leads (last 7 days),Leads (Daily Avg Last 7 Days),Leads (Since Last Reprice),Leads (All),Mileage,Objective,Color,Price,Last Reprice,MSRP,Unit Cost,Est. Profit,ACV Wholesale,ACV MAX Retail,% to Market,Cost to Market,Market Rank (Matching),Market Listings (Matching),Market Rank (Overall),Market Listings (Overall),MDS (Overall),MDS (Matching),Proof point: Market,Proof point: MSRP,Syndication,CarGurus CTR,CarGurus SRP Views,CarGurus VDP Views,Book value: MMR,MMR - Cost,Book value: Galves,Water,Proof point: J.D. Power,Proof point: KBB
2015,Mazda,MAZDA6,i Grand Touring,FWD,Sedan,No,"",B35581A,JM1GJ1W53F1202791,Red,20,https://cdn.max.auto/102612/JM1GJ1W53F1202791/68d1a06b5c6a79a46697ee1b.jpg,S,Oil Change,"",35,0,0,0,4,"59,990",Wholesale,Blue,$0.00,2025-10-06T06:33:00.000Z,"","$14,237.55","","$10,700.00","$14,425.00","","",0,8,0,153,35,22,"","",On,3.9%,"13,893",537,"$9,750.00","-$4,487.55","$9,500.00","-$4,737.55","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35630,5UX53GP02T9177742,Green,9,https://cdn.max.auto/102612/5UX53GP02T9177742/68c1a44f085a2841a96f5209.jpg,S,,"",35,0,0,0,0,8,Retail,White,"$59,290.00","","$59,290.00","$56,112.00","$3,178.00","","",103%,97%,264,352,338,477,180,258,"$1,686.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2023,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35578A,3MW89FF08P8D10042,Green,20,https://cdn.max.auto/102612/3MW89FF08P8D10042/68c2f245085a2841a9e7fc78.jpg,S,Oil Change|BMW CPO,"",34,0,0,0,1,"24,761",Sold,Black,"$37,498.00",2025-10-10T06:30:00.000Z,"","$33,835.89","$3,662.11","$31,575.00","$36,325.00",100%,90%,10,22,29,51,92,124,$145.00 below,"",On,4.4%,766,34,"$31,400.00","-$2,435.89","$29,550.00","-$4,285.89","$3,502.00 below","$1,155.00 below"
2023,Lexus,RX,F SPORT Performance ,AWD,SUV,No,"",B35572A,2T2BCMEA2PC002319,Yellow,20,https://cdn.max.auto/102612/2T2BCMEA2PC002319/68c435af085a2841a94b9610.jpg,S,Oil Change,"",34,1,0.1,0,2,"32,136",Retail,Black,"$55,998.00",2025-10-10T06:31:00.000Z,"","$55,871.09",$126.91,"$50,775.00","$53,925.00",100%,100%,15,20,429,459,64,90,$243.00 above,"",On,6.7%,"8,193",550,"$51,100.00","-$4,771.09","$49,025.00","-$6,846.09","$5,452.00 below","$2,979.00 above"
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35631,WBX73EF08T5412607,Green,11,https://cdn.max.auto/102612/WBX73EF08T5412607/68c369d3085a2841a980188a.jpg,S,,"",33,0,0,0,2,8,Retail,White,"$47,105.00","","$47,105.00","$44,782.00","$2,323.00","","",96%,91%,14,126,16,169,190,298,"$1,884.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35629,WBX73EF02T5412912,Green,13,https://cdn.max.auto/102612/WBX73EF02T5412912/68c2f245085a2841a9e7fbcc.jpg,S,,"",33,0,0,0,1,6,Retail,Green,"$48,855.00","","$48,855.00","$46,412.00","$2,443.00","","",100%,95%,66,126,83,169,190,298,$134.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X2,xDrive28i,AWD,SUV,No,"",B35637,WBX63GM04T5433125,Green,9,https://cdn.max.auto/102612/WBX63GM04T5433125/68dc21dbc34e376627147b03.jpg,S,,"",33,0,0,0,0,5,Retail,Gray,"$50,020.00","","$50,020.00","$47,497.00","$2,523.00","","",100%,95%,8,13,8,14,63,65,$162.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35632,WBX73EF06T5424383,Green,14,https://cdn.max.auto/102612/WBX73EF06T5424383/68c1e3bb085a2841a944ea75.jpg,S,,"",33,0,0,0,0,5,Retail,Red,"$47,355.00","","$47,355.00","$45,017.00","$2,338.00","","",97%,92%,19,126,23,169,190,298,"$1,634.00 below",$0.00 below,On,10.4%,402,42,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35635,WBX73EF07T5405583,Green,11,https://cdn.max.auto/102612/WBX73EF07T5405583/68c5d3888e5fb744462cf4b2.jpg,S,,"",33,0,0,0,0,6,Retail,Gray,"$49,805.00","","$49,805.00","$47,292.00","$2,513.00","","",102%,97%,89,126,110,169,190,298,$816.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2025,BMW,X1,xDrive28i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BL34283,WBX73EF06S5131663,Green,20,https://cdn.max.auto/102612/WBX73EF06S5131663/68c32993cfb34e638f39707c.jpg,S,Oil Change|BMW CPO,"",34,1,0.1,0,1,"8,285",Retail,Silver,"$40,798.00",2025-10-13T07:24:00.000Z,"","$36,180.67","$4,617.33","$35,325.00","$40,850.00",96%,86%,1,10,10,44,55,60,"$1,499.00 below","",On,1.0%,"6,312",61,"$35,300.00",-$880.67,"$31,000.00","-$5,180.67","$3,352.00 below","$2,304.00 above"
2009,BMW,5 Series,528i xDrive,AWD,Sedan,No,"",B35269C,WBANV13569C151003,Red,0,"",S,,"",35,0,0,0,0,"268,113",Wholesale,Blue,$0.00,"","","$1,200.00","","$1,150.00","$5,225.00","","","","","","","","","","",On,0.0%,0,0,"","",$500.00,-$700.00,"",""
2022,BMW,5 Series,540i,RWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35606A,WBA53BJ01NWX58647,Green,20,https://cdn.max.auto/102612/WBA53BJ01NWX58647/68c451c1085a2841a99ab29f.jpg,S,Oil Change|BMW CPO,"",33,0,0,1,2,"27,396",Retail,Black,"$41,998.00",2025-10-03T10:18:00.000Z,"","$38,692.90","$3,305.10","$35,425.00","$42,175.00",95%,87%,6,16,416,524,36,50,"$2,372.00 below","",On,4.9%,"4,943",240,"$35,600.00","-$3,092.90","$34,925.00","-$3,767.90","$3,102.00 below",$452.00 above
2020,Volvo,XC90,Momentum,AWD,SUV,No,"",B35545B,YV4A221K6L1557310,Yellow,20,https://cdn.max.auto/102612/YV4A221K6L1557310/68c4a9ecbbe78c13fc0ee569.jpg,S,Oil Change,"",33,0,0,0,0,"75,773",Retail,Silver,"$25,998.00",2025-09-27T09:31:00.000Z,"","$19,700.00","$6,298.00","$20,275.00","$24,825.00",101%,76%,25,43,32,93,54,60,$210.00 above,"",On,3.0%,"12,280",375,"$21,700.00","$2,000.00","$21,400.00","$1,700.00",$248.00 above,$284.00 below
2017,Jaguar,F-PACE,35t Prestige,AWD,SUV,No,"",B35468A,SADCK2BV5HA886516,Red,20,https://cdn.max.auto/102612/SADCK2BV5HA886516/68c5955dbbe78c13fc2f6b93.jpg,S,Oil Change,"",32,1,0.1,1,9,"51,492",Retail,Red,"$18,998.00",2025-10-06T14:06:00.000Z,"","$18,343.00",$655.00,"$14,125.00","$17,450.00",101%,97%,6,8,152,187,47,42,$165.00 above,"",On,4.5%,"22,814","1,037","$12,350.00","-$5,993.00","$10,650.00","-$7,693.00","$2,623.00 above","$4,380.00 above"
2016,Audi,A6,2.0T Premium Plus,AWD,Sedan,No,"",B35222A,WAUGFAFC0GN133422,Red,20,https://cdn.max.auto/102612/WAUGFAFC0GN133422/68c5b14abbe78c13fc705c92.jpg,S,,"",32,0,0,0,0,"75,681",Wholesale,Gray,$0.00,"","","$11,558.50","","$10,725.00","$14,475.00","","",0,10,0,35,51,41,"","",Off,0.0%,0,0,"$9,100.00","-$2,458.50","$7,175.00","-$4,383.50","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35639,5UX53GP03T9172131,Green,8,https://cdn.max.auto/102612/5UX53GP03T9172131/68deac47c34e37662791dc5c.jpg,S,,"",31,0,0,0,2,10,Retail,Gray,"$57,340.00","","$57,340.00","$54,302.00","$3,038.00","","",100%,94%,176,352,216,477,180,258,$264.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2020,Subaru,Forester,Touring,AWD,SUV,No,"",B35542A,JF2SKAXC3LH534805,Yellow,20,https://cdn.max.auto/102612/JF2SKAXC3LH534805/68c8859bbbe78c13fc0af217.jpg,S,Oil Change,"",31,0,0,0,0,"31,576",Retail,Red,"$25,898.00",2025-10-13T07:18:00.000Z,"","$24,295.27","$1,602.73","$22,975.00","$26,075.00",98%,92%,7,18,196,234,43,40,$554.00 below,"",On,0.2%,"5,915",14,"$24,800.00",$504.73,"$21,025.00","-$3,270.27","$7,502.00 below",$690.00 below
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35644,WBX73EF05T5424178,Green,9,https://cdn.max.auto/102612/WBX73EF05T5424178/68df9b03c34e37662764fa0a.jpg,S,,"",27,0,0,0,0,6,Retail,Blue,"$46,755.00","","$46,755.00","$44,457.00","$2,298.00","","",95%,91%,7,126,8,169,190,298,"$2,234.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2016,Subaru,Forester,2.5i Premium,AWD,SUV,No,"",BL34299A,JF2SJADC0GH496172,Red,20,https://cdn.max.auto/102612/JF2SJADC0GH496172/68c9e187bbe78c13fc24ed11.jpg,S,Oil Change,"",30,0,0,0,0,"68,768",Retail,Green,"$15,998.00",2025-09-29T12:26:00.000Z,"","$12,897.67","$3,100.33","$10,825.00","$14,775.00",103%,83%,6,7,73,81,38,17,$533.00 above,"",On,1.6%,"4,681",76,"$10,150.00","-$2,747.67","$9,150.00","-$3,747.67",$727.00 below,"$2,651.00 above"
2024,BMW,3 Series,M340i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35599A,3MW49FF01R8E38866,Green,20,https://cdn.max.auto/102612/3MW49FF01R8E38866/68c869aabbe78c13fca7b7b0.jpg,S,Oil Change|BMW CPO,"",30,4,0.6,4,7,"11,791",Retail,Gray,"$58,998.00",2025-10-06T14:06:00.000Z,"","$53,722.72","$5,275.28","$53,475.00","$60,275.00",97%,88%,1,6,695,721,42,25,"$1,962.00 below","",On,5.0%,"23,678","1,177","$55,500.00","$1,777.28","$51,400.00","-$2,322.72","$2,152.00 below","$3,664.00 below"
2015,Audi,A3,2.0T Premium Plus,AWD,Sedan,No,"",B35209B,WAUEFGFF6F1085063,Red,0,"",S,,"",28,0,0,0,0,"127,997",Wholesale,"",$0.00,"","","$5,700.00","","$4,900.00","$9,250.00","","",0,7,0,35,39,42,"","",On,0.0%,0,0,"$4,050.00","-$1,650.00","$4,000.00","-$1,700.00","",""
2017,Jeep,Grand Cherokee,Limited,4WD,SUV,No,"",B35624A,1C4RJFBG0HC834488,Red,20,https://cdn.max.auto/102612/1C4RJFBG0HC834488/68c9e187bbe78c13fc24f0fe.jpg,S,Oil Change,"",28,0,0,0,0,"112,132",Retail,Black,"$14,998.00",2025-10-06T14:07:00.000Z,"","$13,727.01","$1,270.99","$9,400.00","$13,375.00",103%,94%,7,12,8,23,56,270,$451.00 above,"",On,0.7%,"2,009",14,"$9,900.00","-$3,827.01","$9,450.00","-$4,277.01","$1,373.00 above","$1,747.00 above"
2023,BMW,X1,xDrive28i,AWD,SUV,No,"",B35595A,WBX73EF03P5W13837,Green,0,"",S,,"",28,0,0,0,1,"40,259",Retail,Black,$0.00,"","","$25,200.00","","$24,950.00","$30,500.00","","",0,7,0,555,48,22,"","",Off,0.0%,0,0,"$26,300.00","$1,100.00","$24,500.00",-$700.00,"",""
2023,BMW,X1,xDrive28i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BN28895,WBX73EF00P5V86497,Green,20,https://cdn.max.auto/102612/WBX73EF00P5V86497/68c98d60bbe78c13fc08fa4f.jpg,S,Oil Change|BMW CPO,"",28,1,0.1,1,2,"14,114",Sold,Gray,"$35,998.00",2025-10-06T14:08:00.000Z,"","$29,958.16","$6,039.84","$29,775.00","$35,000.00",100%,83%,8,12,96,118,58,47,$49.00 below,"",On,3.5%,"3,020",106,"$31,100.00","$1,141.84","$28,900.00","-$1,058.16","$3,927.00 below","$3,214.00 above"
2024,BMW,2 Series,M240i xDrive,AWD,Coupe,Yes,BMW Certified Pre-Owned (CPOV),B35496A,3MW53CM02R8E57448,Green,20,https://cdn.max.auto/102612/3MW53CM02R8E57448/68cb3a17bbe78c13fc6633d1.jpg,S,,"",28,1,0.1,1,1,"11,399",Retail,Gray,"$51,998.00",2025-10-06T07:21:00.000Z,"","$46,959.90","$5,038.10","$47,875.00","$50,950.00",102%,92%,9,10,38,56,53,36,"$1,151.00 above","",On,7.3%,"6,907",502,"$49,000.00","$2,040.10","$44,150.00","-$2,809.90",$423.00 above,$651.00 below
2024,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35641A,5UX53DP01R9U09108,Green,20,https://cdn.max.auto/102612/5UX53DP01R9U09108/68cd81d7bbe78c13fc562f1a.jpg,S,Oil Change|BMW CPO,"",30,0,0,0,1,"10,268",Retail,Black,"$45,498.00",2025-10-06T14:06:00.000Z,"","$42,724.54","$2,773.46","$39,125.00","$44,650.00",100%,93%,5,12,40,71,46,20,$210.00 below,"",On,2.2%,"2,863",63,"$39,300.00","-$3,424.54","$34,925.00","-$7,799.54","$2,148.00 above","$6,523.00 above"
2019,BMW,3 Series,330i,RWD,Sedan,No,"",BL34544A,WBA5R1C58KAJ99608,Yellow,20,https://cdn.max.auto/102612/WBA5R1C58KAJ99608/68d47f36c34e37662706c9fb.jpg,S,,"",27,0,0,0,1,"88,928",Wholesale,Black,$0.00,2025-10-01T07:54:00.000Z,"","$15,758.45","","$14,000.00","$18,975.00","","",0,20,0,130,30,40,"","",Off,0.0%,0,0,"$14,500.00","-$1,258.45","$14,275.00","-$1,483.45","",""
2022,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35567A,3MW5R7J06N8C44801,Green,20,https://cdn.max.auto/102612/3MW5R7J06N8C44801/68cc5dfcbbe78c13fc5fd27b.jpg,S,Oil Change|BMW CPO,"",27,5,0.7,0,6,"23,230",Retail,Red,"$33,798.00",2025-10-13T07:21:00.000Z,"","$31,099.81","$2,698.19","$28,650.00","$33,675.00",100%,92%,5,7,340,451,31,19,$65.00 above,"",On,8.5%,907,77,"$29,200.00","-$1,899.81","$27,875.00","-$3,224.81","$2,402.00 below","$2,905.00 below"
2017,BMW,X5,xDrive40e iPerformance,AWD,SUV,No,"",B35037A,5UXKT0C33H0S81128,Red,0,"",S,,"",28,0,0,0,0,"69,923",Wholesale,"",$0.00,"","","$12,700.00","","$13,175.00","$18,375.00","","",0,10,0,284,41,39,"","",Off,0.0%,0,0,"","","$12,475.00",-$225.00,"",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35649,WBX73EF01T5417163,Green,13,https://cdn.max.auto/102612/WBX73EF01T5417163/68cb1e1fbbe78c13fcd8c543.jpg,S,,"",26,0,0,0,0,6,Retail,Blue,"$49,255.00","","$49,255.00","$46,782.00","$2,473.00","","",101%,95%,78,126,98,169,190,298,$266.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35650,WBX73EF07T5424165,Green,9,https://cdn.max.auto/102612/WBX73EF07T5424165/68deac47c34e37662791dc8f.jpg,S,,"",26,1,0.1,0,4,2,Retail,White,"$46,105.00","","$46,105.00","$43,852.00","$2,253.00","","",94%,90%,1,126,1,169,190,298,"$2,884.00 below",$0.00 below,On,3.6%,390,14,"","","","","",""
2026,BMW,5 Series,530i xDrive,AWD,Sedan,No,"",B35645,WBA53FJ09TCW22823,Green,13,https://cdn.max.auto/102612/WBA53FJ09TCW22823/68cae5c2bbe78c13fc12c613.jpg,S,,"",26,0,0,0,0,6,Retail,Black,"$68,810.00","","$68,810.00","$64,967.00","$3,843.00","","",104%,98%,15,22,30,70,58,66,"$2,346.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X2,xDrive28i,AWD,SUV,No,"",B35651,WBX63GM05T5423400,Green,9,https://cdn.max.auto/102612/WBX63GM05T5423400/68deac4ac34e37662791eca3.jpg,S,,"",26,1,0.1,0,1,2,Retail,Black,"$54,570.00","","$54,570.00","$51,737.00","$2,833.00","","",109%,103%,11,11,13,14,63,83,"$4,340.00 above",$0.00 below,On,5.0%,726,36,"","","","","",""
2019,Porsche,Cayenne,,AWD,SUV,No,"",B35061B,WP1AA2AY7KDA11699,Yellow,20,https://cdn.max.auto/102612/WP1AA2AY7KDA11699/68cc222bbbe78c13fc8f9e62.jpg,S,Oil Change,"",30,0,0,1,1,"93,326",Wholesale,Black,$0.00,2025-09-29T12:39:00.000Z,"","$23,154.50","","$21,175.00","$28,250.00","","",0,7,0,297,45,57,"","",On,0.0%,0,0,"$21,800.00","-$1,354.50","$23,325.00",$170.50,"",""
2023,Volvo,S60 Recharge Plug-In Hybrid,Ultimate Bright Theme,AWD,Sedan,No,"",B35507A,7JRH60FA8PG254172,Yellow,20,https://cdn.max.auto/102612/7JRH60FA8PG254172/68cc516b5aadb01028bc74aa.jpg,S,Oil Change,"",27,0,0,0,1,"14,078",Retail,Gray,"$39,798.00",2025-10-06T14:08:00.000Z,"","$36,429.99","$3,368.01","$33,200.00","$37,725.00","","","","","","","","","","",On,7.6%,"1,637",125,"$31,900.00","-$4,529.99","$28,000.00","-$8,429.99",$548.00 above,"$1,225.00 below"
2011,Honda,Accord,EX,FWD,Sedan,No,"",BN28850A,1HGCP2F76BA033236,Red,20,https://cdn.max.auto/102612/1HGCP2F76BA033236/68d83490c34e376627ce3ae3.jpg,S,Oil Change,"",27,4,0.6,4,4,"83,093",Retail,White,"$10,998.00",2025-10-06T14:09:00.000Z,"","$7,285.30","$3,712.70","$7,475.00","$11,075.00",105%,70%,8,9,295,354,41,39,$526.00 above,"",On,3.2%,"5,386",175,"$8,400.00","$1,114.70","$6,475.00",-$810.30,$677.00 below,"$2,753.00 above"
2016,BMW,2 Series,228i xDrive,AWD,Convertible,No,"",B35525B,WBA1L9C56GV324863,Red,20,https://cdn.max.auto/102612/WBA1L9C56GV324863/68cdd99cbbe78c13fc73eae5.jpg,S,Oil Change,"",26,0,0,0,0,"45,594",Retail,Gray,"$19,298.00",2025-10-08T13:14:00.000Z,"","$18,467.00",$831.00,"$14,925.00","$18,875.00","","","","","","","","","","",On,6.2%,973,60,"","","$12,125.00","-$6,342.00","$3,327.00 below",$60.00 above
2020,Lexus,NX,,AWD,SUV,No,"",BL34257A,JTJGARDZ7L5004737,Yellow,20,https://cdn.max.auto/102612/JTJGARDZ7L5004737/68cae5c4bbe78c13fc12d040.jpg,S,Oil Change,"",26,1,0.1,1,1,"49,299",Retail,Silver,"$28,598.00",2025-10-06T07:25:00.000Z,"","$27,471.01","$1,126.99","$25,100.00","$28,800.00",100%,96%,8,14,10,22,20,66,$130.00 above,"",On,1.9%,"11,200",218,"$24,500.00","-$2,971.01","$21,750.00","-$5,721.01","$1,402.00 below",$538.00 below
2023,BMW,X5,xDrive40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BL34277A,5UXCR6C07P9P28839,Green,20,https://cdn.max.auto/102612/5UXCR6C07P9P28839/68cdd99cbbe78c13fc73eabc.jpg,S,Oil Change|BMW CPO,"",26,0,0,0,0,"37,590",Retail,White,"$49,998.00",2025-10-06T14:09:00.000Z,"","$44,571.88","$5,426.12","$38,825.00","$48,150.00",100%,89%,14,25,165,327,72,83,$142.00 above,"",On,0.4%,"1,796",7,"$38,500.00","-$6,071.88","$37,625.00","-$6,946.88","$3,102.00 below","$3,707.00 above"
2017,BMW,5 Series,540i xDrive,AWD,Sedan,No,"",B35463A,WBAJE7C35HG479195,Red,0,"",S,,"",25,0,0,0,0,"117,846",Wholesale,Black,$0.00,"","","$15,700.00","","$12,700.00","$17,425.00","","",0,8,0,34,50,103,"","",Off,0.0%,0,0,"$15,150.00",-$550.00,"$14,625.00","-$1,075.00","",""
2024,BMW,X5,xDrive40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BN28898XX,5UX23EU00R9V76072,Green,20,https://cdn.max.auto/102612/5UX23EU00R9V76072/68cc50e99a2e8c18553cd1c2.jpg,S,,"",27,0,0,0,2,"12,673",Sold,Gray,"$67,998.00",2025-09-29T12:44:00.000Z,"","$63,954.82","$4,043.18","$55,400.00","$62,825.00",101%,95%,14,20,912,1061,42,35,$776.00 above,"",On,2.2%,"9,369",205,"$61,700.00","-$2,254.82","$54,850.00","-$9,104.82","$9,273.00 above","$8,554.00 above"
2024,BMW,X7,xDrive40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35181B,5UX23EM02R9S76646,Green,20,https://cdn.max.auto/102612/5UX23EM02R9S76646/68d5a676c34e376627168fae.jpg,S,Oil Change|BMW CPO,"",25,1,0.1,1,3,"25,143",Sold,White,"$72,298.00",2025-10-06T07:27:00.000Z,"","$63,117.12","$9,180.88","$60,300.00","$66,175.00",102%,89%,15,27,385,606,51,42,"$1,350.00 above","",On,4.8%,"2,868",137,"$62,600.00",-$517.12,"$61,325.00","-$1,792.12","$11,302.00 below","$4,255.00 above"
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35658,5UX53GP07T9200156,Green,13,https://cdn.max.auto/102612/5UX53GP07T9200156/68d1bc8ac34e376627bde11f.jpg,S,,"",21,0,0,0,1,2,Retail,Gray,"$56,190.00","","$56,190.00","$53,227.00","$2,963.00","","",98%,92%,117,352,146,477,180,258,"$1,414.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X7,M60i,AWD,SUV,No,"",B35656,5UX33EM07T9188302,Green,10,https://cdn.max.auto/102612/5UX33EM07T9188302/68d6b1c4c34e3766279e14e7.jpg,S,,"",21,0,0,0,1,19,Retail,"","$136,510.00","","$136,510.00","$127,812.00","$8,698.00","","",112%,105%,13,13,112,112,56,78,"$14,925.00 above",$0.00 below,On,5.2%,"4,028",208,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35660,5UX53GP0XT9199391,Green,13,https://cdn.max.auto/102612/5UX53GP0XT9199391/68d1bc8dc34e376627bdf052.jpg,S,,"",21,0,0,0,0,2,Retail,White,"$54,640.00","","$54,640.00","$51,787.00","$2,853.00","","",95%,90%,46,352,57,477,180,258,"$2,964.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2022,Audi,Q5,S line Premium Plus,AWD,SUV,No,"",B35200A,WA1EAAFY0N2076751,Yellow,20,https://cdn.max.auto/102612/WA1EAAFY0N2076751/68d83490c34e376627ce3a6d.jpg,S,,"",23,0,0,0,0,"25,202",Wholesale,"",$0.00,"","","$28,700.00","","$28,725.00","$34,600.00","","",0,25,0,78,56,62,"","",Off,0.0%,0,0,"$27,200.00","-$1,500.00","$26,175.00","-$2,525.00","",""
2018,BMW,X2,xDrive28i,AWD,SUV,No,"",B35273B,WBXYJ5C39JEF79079,Red,20,https://cdn.max.auto/102612/WBXYJ5C39JEF79079/68d5c643c34e376627856f78.jpg,S,Oil Change,"",23,0,0,0,1,"64,254",Retail,Black,"$16,998.00",2025-10-10T06:32:00.000Z,"","$16,552.83",$445.17,"","$17,700.00",104%,101%,17,22,31,37,48,40,$632.00 above,"",On,21.1%,19,4,"$12,950.00","-$3,602.83","$11,900.00","-$4,652.83",$602.00 below,"$2,877.00 above"
2022,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",BN28903,3MW5R7J07N8C42538,Green,20,https://cdn.max.auto/102612/3MW5R7J07N8C42538/68d6ed9dc34e3766276c2def.jpg,S,Oil Change,"",21,0,0,0,0,"51,421",Wholesale,Black,$0.00,2025-10-01T07:52:00.000Z,"","$24,914.02","","$25,200.00","$29,375.00","","",0,15,0,51,61,84,"","",Off,0.0%,0,0,"$25,200.00",$285.98,"$24,125.00",-$789.02,"",""
2012,BMW,X3,35i,AWD,SUV,No,"",B35646A,5UXWX7C55CL889272,Red,20,https://cdn.max.auto/102612/5UXWX7C55CL889272/68d47f37c34e37662706d056.jpg,S,Oil Change,"",21,0,0,0,1,"60,770",Wholesale,Black,$0.00,2025-09-30T16:06:00.000Z,"","$4,658.50","","$7,450.00","$11,375.00","","","","","","","","","","",On,0.0%,0,0,"$7,150.00","$2,491.50","$5,825.00","$1,166.50","",""
2023,BMW,5 Series,530e xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BN28902,WBA33AG05PCM40057,Green,20,https://cdn.max.auto/102612/WBA33AG05PCM40057/68d5a693c34e376627171b48.jpg,S,Oil Change|BMW CPO,"",21,0,0,0,0,"18,959",Retail,Red,"$42,498.00",2025-10-08T10:40:00.000Z,"","$42,210.70",$287.30,"$33,575.00","$41,775.00",100%,100%,6,10,309,532,58,47,$130.00 above,"",On,7.2%,"1,054",76,"$33,500.00","-$8,710.70","$32,050.00","-$10,160.70",$523.00 above,$15.00 above
2023,BMW,X7,xDrive40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35138A,5UX23EM08P9P46112,Green,20,https://cdn.max.auto/102612/5UX23EM08P9P46112/68dbe63cc34e376627391932.jpg,S,Oil Change|BMW CPO,"",21,0,0,0,1,"22,533",Retail,White,"$68,998.00",2025-09-30T12:33:00.000Z,"","$65,184.08","$3,813.92","$57,975.00","$64,700.00",100%,95%,9,14,127,165,71,53,$132.00 above,"",On,0.0%,0,0,"$58,400.00","-$6,784.08","$55,300.00","-$9,884.08","$3,652.00 below",$169.00 below
2020,Porsche,Macan,Turbo,AWD,SUV,No,"",B35224B,WP1AF2A58LLB60914,Yellow,20,https://cdn.max.auto/102612/WP1AF2A58LLB60914/68dadeb5c34e376627d8f589.jpg,S,Oil Change,"",21,0,0,0,0,"54,527",Retail,Blue,"$48,698.00",2025-10-10T06:16:00.000Z,"","$42,796.00","$5,902.00","$39,825.00","$49,400.00",98%,86%,6,15,182,205,41,150,$927.00 below,"",On,10.1%,69,7,"$41,000.00","-$1,796.00","$40,150.00","-$2,646.00","$3,452.00 below",$338.00 above
2023,BMW,4 Series,430i xDrive,AWD,Sedan,No,"",BL34504A,WBA73AV0XPFN40061,Green,20,https://cdn.max.auto/102612/WBA73AV0XPFN40061/68d6d157c34e37662704c8b2.jpg,S,,"",23,0,0,0,0,"25,066",Wholesale,Green,$0.00,2025-10-01T07:57:00.000Z,"","$33,658.50","","$33,050.00","$38,750.00","","",0,19,0,129,62,52,"","",Off,0.0%,0,0,"$36,000.00","$2,341.50","$31,775.00","-$1,883.50","",""
2018,Audi,Q5,Premium Plus,AWD,SUV,No,"",B35439A,WA1BNAFY9J2221903,Red,0,"",S,,"",21,0,0,0,0,"68,233",Wholesale,"",$0.00,"","","$15,700.00","","$14,725.00","$18,900.00","","",0,26,0,129,45,37,"","",On,0.0%,0,0,"$14,400.00","-$1,300.00","$11,725.00","-$3,975.00","",""
2018,Honda,Accord,Touring 2.0T,FWD,Sedan,No,"",B35648A,1HGCV2F91JA017418,Red,20,https://cdn.max.auto/102612/1HGCV2F91JA017418/68d45f74c34e376627918e63.jpg,S,Oil Change,"",21,1,0.1,1,3,"70,603",Retail,Brown,"$21,998.00",2025-10-08T10:41:00.000Z,"","$21,530.95",$467.05,"$18,700.00","$21,900.00",99%,97%,6,11,282,327,41,30,$136.00 below,"",On,11.4%,"9,001","1,024","$18,550.00","-$2,980.95","$18,075.00","-$3,455.95","$3,552.00 below",$627.00 above
